cv_id,vacancy_id,ideal_score,split_score,mono_score,split_abs_dev,mono_abs_dev,ideal_verdict,split_verdict,mono_verdict,split_miss_jac,mono_miss_jac
2_mid_data_analyst,3bd35b6f-3631-4819-9227-8e8fe124717d,0.7833,0.705,0.6075,0.0783,0.1758,Strong,Partial,Partial,0.1818,0.1111
2_mid_data_analyst,caf7ce6b-f789-461e-ba10-ae0c5eb8ce35,0.7833,0.705,0.705,0.0783,0.0783,Strong,Partial,Partial,0.1818,0.1111
2_mid_data_analyst,e94352ac-8743-4218-a2a6-2a6e7c34f3bc,0.6925,0.63,0.7025,0.0625,0.01,Partial,Partial,Partial,0.0,0.0
2_mid_data_analyst,306f9ac1-1597-4b57-8eda-fc4b17b43590,0.68,0.7,0.75,0.02,0.07,Partial,Partial,Strong,0.2,0.0
2_mid_data_analyst,76d248b1-a0fe-4538-a71a-f5e1db7cc9a4,0.89,0.6907,0.6,0.1993,0.29,Strong,Partial,Partial,0.0,0.0
2_mid_data_analyst,c6f91d1b-d2f6-49eb-8e69-0405a2fbe1cd,0.7675,0.7269,0.7025,0.0406,0.065,Strong,Partial,Partial,0.2857,0.4
2_mid_data_analyst,c45b7900-4e2d-4639-afd7-e9dfb4aacf36,0.77,0.845,0.64,0.075,0.13,Strong,Strong,Partial,0.0,0.0
2_mid_data_analyst,a176fc44-9d82-42e6-b567-cb7ff96ac67f,0.815,0.673,0.66,0.142,0.155,Strong,Partial,Partial,0.1818,0.0
2_mid_data_analyst,738933d5-c8bb-4d76-9050-aed91775329d,0.6307,0.665,0.68,0.0343,0.0493,Partial,Partial,Partial,0.375,0.1667
2_mid_data_analyst,cd68e1e0-c8b1-4237-8dea-facd3c803c68,0.6092,0.5778,0.405,0.0314,0.2042,Partial,Partial,Weak,0.2941,0.3
2_mid_data_analyst,a078f3fa-04f1-415d-9d47-02081edbc699,0.505,0.545,0.495,0.04,0.01,Partial,Partial,Weak,0.3,0.2857
15_qa_senior_automation,7f73376b-78a3-457d-9406-17f0e5a9b1f5,0.7025,0.6291,0.36,0.0734,0.3425,Partial,Partial,Weak,0.4211,0.1429
15_qa_senior_automation,262c3cda-d6cb-4bbf-9ba1-810a35e726e7,0.7175,0.6595,0.495,0.058,0.2225,Partial,Partial,Weak,0.1667,0.125
15_qa_senior_automation,439233d3-5bb2-40c3-9a1f-03417f9f7ed1,0.6275,0.9475,0.25,0.32,0.3775,Partial,Strong,Weak,0.0,0.0
15_qa_senior_automation,f4c04d99-177e-4cfc-8bb6-abb305bf378b,0.667,0.6632,0.75,0.0039,0.083,Partial,Partial,Strong,0.2,0.0
15_qa_senior_automation,cdee4086-679a-4e14-8a83-a0b4a9c7448a,0.4338,0.8615,0.705,0.4278,0.2712,Weak,Strong,Partial,0.6667,0.0
15_qa_senior_automation,ee8f6c3c-7ebb-4f40-a5ec-496251200090,0.623,0.63,0.705,0.007,0.082,Partial,Partial,Partial,0.2,0.0
15_qa_senior_automation,311617f7-3161-4a8b-bcb4-485b5b3490fe,0.6025,0.6025,0.22,0.0,0.3825,Partial,Partial,Mismatch,0.0,0.0
15_qa_senior_automation,3719c00a-f57e-4827-abd2-c9030c06d52f,0.7546,0.7635,0.805,0.0088,0.0504,Strong,Strong,Strong,0.4545,0.0
15_qa_senior_automation,6a47a8ba-138d-4d6b-ad39-8f7b913f95bb,0.7025,0.6575,0.6075,0.045,0.095,Partial,Partial,Partial,0.2857,0.125
15_qa_senior_automation,3bdcc95c-ca1a-4ba4-8982-a4be3f16592f,0.645,0.6107,0.495,0.0343,0.15,Partial,Partial,Weak,0.2857,0.0
15_qa_senior_automation,2e8c75fa-73b9-4ab5-89c0-03dcea153488,0.317,0.6225,0.22,0.3055,0.097,Weak,Partial,Mismatch,0.3846,0.2727
15_qa_senior_automation,cee3fdd2-5262-4b4e-a461-68892b894b47,0.655,0.7005,0.43,0.0455,0.225,Partial,Partial,Weak,0.125,0.0
15_qa_senior_automation,05a4bfae-8d25-4a58-97af-73064742578a,0.6875,0.685,0.39,0.0025,0.2975,Partial,Partial,Weak,0.4444,0.0667
15_qa_senior_automation,af405332-ae34-46e9-8ec8-89ed0ff6484e,0.8283,0.7417,0.74,0.0866,0.0883,Strong,Partial,Partial,0.1538,0.1667
15_qa_senior_automation,27165f02-0dfc-4503-af0e-d6755cf5a49e,0.3454,0.6907,0.74,0.3454,0.3946,Weak,Partial,Partial,0.1111,0.0
15_qa_senior_automation,358605d1-053d-4231-9e42-df64f32771d1,0.7175,0.141,0.63,0.5765,0.0875,Partial,Mismatch,Partial,0.1818,0.0
15_qa_senior_automation,e66e80c0-3f42-4767-8ff8-4a8f2c9710fc,0.6692,0.7116,0.63,0.0424,0.0392,Partial,Partial,Partial,0.0769,0.0
15_qa_senior_automation,13b32c13-4659-4c2f-8634-2ebdcb86b8f3,0.665,0.5945,0.495,0.0705,0.17,Partial,Partial,Weak,0.0625,0.0
15_qa_senior_automation,b8742e2e-2199-4909-adcf-ecb95460c650,0.3025,0.121,0.2,0.1815,0.1025,Weak,Mismatch,Mismatch,0.0,0.0
15_qa_senior_automation,30a8adf3-869f-4761-8dbb-3b438b333135,0.7675,0.8225,0.74,0.055,0.0275,Strong,Strong,Partial,0.6667,0.3333
15_qa_senior_automation,705ffb5a-db10-4785-bd7f-a90db4721c6d,0.695,0.5414,0.74,0.1536,0.045,Partial,Partial,Partial,0.1852,0.125
15_qa_senior_automation,2a605218-858a-4179-8219-c4a4032e6765,0.25,0.6025,0.225,0.3525,0.025,Mismatch,Partial,Mismatch,0.0,0.0
15_qa_senior_automation,4253e611-c662-48d4-9957-43e034573ef8,0.2725,0.2575,0.2025,0.015,0.07,Weak,Weak,Mismatch,0.0667,0.0
15_qa_senior_automation,6f0c7789-99d6-420f-b1c4-1e9a9951bbd4,0.3413,0.6311,0.24,0.2898,0.1013,Weak,Partial,Mismatch,0.0455,0.0
15_qa_senior_automation,529e6866-dde8-4fbd-86f8-72095cbdfe4e,0.5975,0.5585,0.39,0.039,0.2075,Partial,Partial,Weak,0.12,0.1429
15_qa_senior_automation,80a397d2-ccfb-4b84-acf7-8926a6640d50,0.5825,0.5225,0.405,0.06,0.1775,Partial,Partial,Weak,0.1667,0.0
15_qa_senior_automation,30423512-dc91-4ba2-a448-c65a6754f372,0.545,0.5225,0.22,0.0225,0.325,Partial,Partial,Mismatch,0.2308,0.0
15_qa_senior_automation,ab1ee914-639b-47a5-9e8c-8bb0c747fc7d,0.62,0.545,0.705,0.075,0.085,Partial,Partial,Partial,0.1667,0.0
15_qa_senior_automation,30100c1f-f7eb-4d38-90f6-1eb69f9013d0,0.5825,0.5,0.63,0.0825,0.0475,Partial,Weak,Partial,0.3077,0.0
15_qa_senior_automation,b1e435b2-21fe-4628-b239-0a945b66811e,0.6575,0.6275,0.3075,0.03,0.35,Partial,Partial,Weak,0.4167,0.5714
21_engineering_manager_senior,b9cc14c7-8fe1-44b2-aca0-c138c925cd36,0.314,0.6712,0.6075,0.3571,0.2935,Weak,Partial,Partial,0.5333,0.0769
21_engineering_manager_senior,e4b7da99-705a-49d0-9a7b-74d48a95ae5a,0.6825,0.7116,0.75,0.0291,0.0675,Partial,Partial,Strong,0.0833,0.0
21_engineering_manager_senior,47b39188-8c46-4f3b-9d2c-fd0e4b1816ea,0.605,0.97,0.85,0.365,0.245,Partial,Strong,Strong,0.0,0.0
21_engineering_manager_senior,ed4a04fd-f464-46c2-9ff2-ac23e8126e84,0.665,0.6717,0.54,0.0067,0.125,Partial,Partial,Partial,0.3636,0.2222
21_engineering_manager_senior,d1f0616f-098b-4be2-9939-749f69c3dbd0,0.3025,0.611,0.705,0.3085,0.4025,Weak,Partial,Partial,0.0385,0.0
21_engineering_manager_senior,cab34c74-4f37-4f51-94a2-7ae9bd65b1cc,0.6383,0.6341,0.705,0.0042,0.0667,Partial,Partial,Partial,0.1389,0.04
21_engineering_manager_senior,a15d8779-efec-447e-b7ef-31912946efd2,0.5803,0.6323,0.605,0.052,0.0247,Partial,Partial,Partial,0.5909,0.4706
21_engineering_manager_senior,51048422-c940-428f-b81d-3cb63f7ed76a,0.3025,0.605,0.705,0.3025,0.4025,Weak,Partial,Partial,0.1176,0.0
21_engineering_manager_senior,de38ef30-2db2-462d-b935-b2a8d5f52b62,0.3138,0.9275,0.225,0.6138,0.0888,Weak,Strong,Mismatch,0.0,0.5
21_engineering_manager_senior,28db1992-92f0-4e90-8831-1fb7aeaeff58,0.685,0.7032,0.63,0.0182,0.055,Partial,Partial,Partial,0.25,0.2
21_engineering_manager_senior,1344979e-e546-4171-bd5d-478667554eba,0.3025,0.925,0.605,0.6225,0.3025,Weak,Strong,Partial,0.0,0.0
21_engineering_manager_senior,470bd7f3-e358-42dd-84d4-4f11a1e04dcd,0.5825,0.845,0.3075,0.2625,0.275,Partial,Strong,Weak,0.0,0.0
